faction,ability_id,name,unit_ids,flags,text
"world-eaters","fire-riders","Fire Riders","lord-invocatus","","While this model leads a unit: /   -> The unit gains the Deep Strike ability. /   -> The unit can move through enemy models and terrain."
"world-eaters","firing-deck-2","Firing Deck 2","","","The unit: firing deck."
"world-eaters","focused-ferocity","Focused Ferocity","","","Until the end of the phase, add 1 to the unit's Attacks characteristic (melee)."
"world-eaters","forwards-for-blood","Forwards, for Blood!","master-of-executions","","While this model leads a unit: /   -> You can re-roll the Advance roll. /   -> You can re-roll the Blood Surge roll."
"world-eaters","frenzied-focus","Frenzied Focus","","","The unit scores Critical Hits on Hit rolls of 5+."
"world-eaters","frenzied-resilience","Frenzied Resilience","","","Until the end of the phase, the unit has the Feel No Pain 5+ ability."
"world-eaters","frenzy","Frenzy","helbrute","","During the Fight phase, until the end of the phase: /   -> This model gains the Eligible to Fight Again ability. /   -> This model has the Fights First ability."
"world-eaters","full-throttle-assault","Full-Throttle Assault","","","Until the end of the turn, the unit gains the Disembark After Advance Charge ability."
"world-eaters","furious-onslaught","Furious Onslaught","forgefiend","","If the target is the closest eligible target, you can re-roll the Hit roll."
"world-eaters","fury-unleashed","Fury Unleashed","","","Until the end of the phase, the unit gains the Reactive Disembark and Charge ability."
"world-eaters","gateways-to-glory","Gateways to Glory","","","This model's weapons gain [MOBILE]. / This model gets +1 to Charge rolls."
"world-eaters","goaded-to-fury","Goaded to Fury","","","During the Shooting phase, in the opponent's turn, until the end of the phase, the unit has the Surge Move D6"" ability."
"world-eaters","gore-stained-veterans","Gore-Stained Veterans","","","This model gets +1 to Hit rolls."
"world-eaters","hack-and-slash","Hack and Slash","","","Until the end of the phase, add 1 to the unit's Armour Penetration characteristic (melee)."
"world-eaters","helm-of-brazen-ire","Helm of Brazen Ire","","","Each time an attack targets this model, reduce the Damage of that attack by 1."
"world-eaters","horrifying-violence","Horrifying Violence","","","Until the end of the phase, modify enemy units nearby's Leadership characteristic."
"world-eaters","hover","Hover","","","Until the end of the turn, this model has the Hover ability."
"world-eaters","icon-of-khorne","Icon of Khorne","khorne-berzerkers;jakhals","","Each time this unit is destroyed, until the end of the phase: /   -> You gain 1 Blessings of Khorne Pool. /   -> Add 1 to this model's Blessings Dice characteristic."
"world-eaters","icon-of-war","Icon of War","","","If within 6"" of a friendly unit, friendly units nearby gain the Blessings of Khorne ability."
"world-eaters","idol-of-blessed-blood","Idol of Blessed Blood","khorne-lord-of-skulls","","Add 1 to this model's Blessings Dice characteristic."
"world-eaters","idols-of-khorne","Idols of Khorne","","","During the Command phase, in your turn, until your next Command phase, all friendly units gain the Idol Selection ability."
"world-eaters","immortal-fury","Immortal Fury","","","Until the end of the phase, the unit gains the Fight on Death ability."
"world-eaters","in-the-shadow-of-brass-idols","In the Shadow of Brass Idols","","","Until the end of the phase, each time an attack targets the unit, reduce the Damage of that attack by 1."
"world-eaters","infernal-infusion","Infernal Infusion","","","At the start of the phase, until the end of the phase, the unit gains the Fights First ability."
"world-eaters","infiltrators","Infiltrators","","","The unit has the Infiltrators ability."
"world-eaters","killing-clarity","Killing Clarity","","","Each time this unit is destroyed: /   -> Roll one D6: on a 4+, you gain 1CP."
"world-eaters","leader","Leader","","","This model gains the Leader Attachment ability."
"world-eaters","legendary-killer","Legendary Killer","kharn-the-betrayer","","During the Fight phase, while this model leads a unit, you can re-roll a Hit roll of 1; you can re-roll a Wound roll of 1."
"world-eaters","loping-speed","Loping Speed","goremongers","","During the Movement phase, in the opponent's turn, while an enemy unit is within 8"", if not an enemy unit is within engagement range, until the end of the phase, the unit has the Reactive Move D6"" ability."
"world-eaters","lord-of-murder","Lord of Murder","daemon-prince-of-khorne","","If within 3"" of friendly infantry, this model gains the Lone Operative ability."
"world-eaters","lord-of-the-eightbound","Lord of the Eightbound","slaughterbound","","After being attached to a Possessed unit, for the rest of the battle: /   -> This model gains the Deep Strike ability. /   -> This model gains the Scouts 6 ability."
"world-eaters","malicious-vigour","Malicious Vigour","","","Modify this model's Brazen Fury Move characteristic to 6."
"world-eaters","meet-any-challenge","Meet Any Challenge","chaos-rhino","","During the Movement phase, in the opponent's turn, while an enemy unit is within 8"", until the end of the phase, the unit gains the Reactive Disembark ability."
"world-eaters","murder-call","Murder-call","","","Until the end of the phase, the unit has the Teleport Redeploy ability."
"world-eaters","murder-forged-entity","Murder-Forged Entity","","","This model's weapons gain [DAEMON]."
"world-eaters","murderous-onslaught","Murderous Onslaught","","","At the start of the phase, until the end of the turn, the unit gains the No Overwatch Against ability."
"world-eaters","objective-ravaged","Objective Ravaged","jakhals","","The unit gains the Sticky Objectives ability."
"world-eaters","possessed-lord","Possessed Lord","slaughterbound","","At the start of the phase, until the end of the phase: /   -> Add 3 to this model's Attacks characteristic (melee). /   -> This model's melee weapons gain [DEVASTATING WOUNDS]."
"world-eaters","punish-the-craven","Punish the Craven","","","Until the end of the phase, all enemy units gain the Forced Desperate Escape ability."
"world-eaters","punishing-suppression","Punishing Suppression","chaos-predator-destructor","","During the Shooting phase, in your turn, until your next Command phase, your unit gets -1 to Hit rolls."
"world-eaters","rage-eternal","Rage Eternal","slaughterbound","","While this model leads a unit, during the Command phase, in your turn, until the end of the phase, return 1 destroyed model to the unit with full wounds."
"world-eaters","rampaging-terrors","Rampaging Terrors","","","During the Fight phase, at the start of the phase, until the end of the phase, enemy units nearby must take a Battle-shock test. / Applies to: units with Daemon, Vehicle."
"world-eaters","rapid-manifestation","Rapid Manifestation","","","Until the end of the phase, the unit has the Deep Strike Close 6"" ability."
"world-eaters","reborn-in-blood","Reborn in Blood","angron","","At the start of the phase, for the rest of the battle, each time this unit is destroyed, return 1 destroyed model to this model with 8 wounds."
"world-eaters","relentless-rage","Relentless Rage","","","If the unit charged this turn, until the end of the turn: /   -> Add 1 to the unit's Attacks characteristic (melee). /   -> Add 2 to the unit's Strength characteristic (melee)."
"world-eaters","rend-and-tear","Rend and Tear","exalted-eightbound","","Against Monster targets or against Vehicle targets, until the end of the phase, add 1 to this model's Damage characteristic (melee)."
"world-eaters","rush-to-the-fray","Rush to the Fray","","","At the start of the phase, until the end of the turn: /   -> The unit gets +1 to Charge rolls. /   -> The unit's melee weapons gain [LANCE]."
"world-eaters","sanctified-in-slaughter","Sanctified in Slaughter","","","This model gets +1 to its Objective Control characteristic."
"world-eaters","savage-exaltation","Savage Exaltation","maulerfiend","","With melee attacks, while the unit is below its starting strength: /   -> This model gets +1 to Hit rolls. /   -> While the unit is below half strength, this model gets +1 to Wound rolls."
"world-eaters","scorn-the-witch","Scorn the Witch","","","Until the end of the phase, the unit has the Feel No Pain 4+ ability against mortal wounds."
"world-eaters","scouts-6","Scouts 6""","","","Once per battle, the unit has the Scouts 6"" ability."
"world-eaters","scouts-8","Scouts 8""","","","Once per battle, the unit has the Scouts 8"" ability."
"world-eaters","scuttling-walker","Scuttling Walker","defiler","","This model can move through enemy models and terrain."
"world-eaters","skulls-for-the-skull-throne","Skulls for the Skull Throne!","","","Until the end of the phase, the unit gains the Bonus Blessings Roll ability."
"world-eaters","smash-through","Smash Through","","","Until the end of the phase: / The unit can move through enemy models and terrain. / Your unit suffers 1 mortal wound."
"world-eaters","strategic-slaughter","Strategic Slaughter","","","Once per battle, all friendly units gain the Redeploy Jakhals Goremongers ability."
"world-eaters","summoned-by-slaughter","Summoned by Slaughter","","","Until the end of the phase, the unit gains the Summon Daemons on Death ability."
"world-eaters","super-heavy-war-engine","Super-heavy War Engine","khorne-lord-of-skulls","","This model can move through enemy models and terrain. / This model has the Move Through Tall ability."
"world-eaters","supreme-commander","Supreme Commander","angron","","This model gains the Must Be Warlord ability."
"world-eaters","swooping-predator","Swooping Predator","daemon-prince-of-khorne-with-wings","","During the Movement phase, until the end of the phase: /   -> Roll one 6D6: on a 4+, your unit suffers 1 mortal wound."
"world-eaters","talons-of-butchery","Talons of Butchery","","","This model's Maulerfiend Fists gains [CLEAVE 2]."
"world-eaters","the-betrayer","The Betrayer","kharn-the-betrayer","","During the Charge phase, at the end of the phase, in your turn, until the end of the phase, while this model leads a unit, if not an enemy unit is within engagement range, roll one 2D6: on a leadership+, nothing happens; otherwise, destroy 1 model in the unit."
"world-eaters","the-scent-of-blood","The Scent of Blood","maulerfiend","","During the Charge phase, while an enemy unit is within 9"": /   Select one of the following (Enemy Weakness Within 9""): /     - This model gets +1 to Charge rolls. /     - This model gets +2 to Charge rolls."
"world-eaters","to-slake-its-rage","To Slake its Rage","chaos-spawn","","The unit gains the Advance and Charge ability."
"world-eaters","trail-of-destruction","Trail of Destruction","","","Until the end of the phase, the unit's weapons gain [MOBILE]."
"world-eaters","unleash-hell-enhancement","Unleash Hell","","","During the Shooting phase, until the end of the phase, the unit gains the Vehicle Sustained Hits 1 ability."
"world-eaters","unleash-wrath","Unleash Wrath","defiler","","During the Movement phase, in the opponent's turn, while an enemy unit is within 12"", until the end of the phase: /   Select one of the following (Shoot At or Charge the Arriving Unit): /     - Each time this model is destroyed, it can shoot before being removed from play. /     - This model gains the Reactive Charge ability."
"world-eaters","unrelenting-advance","Unrelenting Advance","","","Until the end of the phase, this model has the Reactive Move 6"" ability."
"world-eaters","violent-demise","Violent Demise","","","Modify this model's Deadly Demise Threshold characteristic to 2. / Modify this model's Deadly Demise Amount characteristic to D3+1."
"world-eaters","warp-stalkers","Warp Stalkers","","","Until the end of the phase, the unit can move through enemy models and terrain."
